"stap_id","start","end","lat","lon","known_lat","known_lon","duration","include"
1,2015-07-16 08:14:20.4878,2015-09-03 09:03:30.7317,NA,NA,NA,NA,49.0341463414359,TRUE
2,2015-10-01 17:48:25.761,2016-03-30 20:59:40.3517,NA,NA,NA,NA,181.132807762733,TRUE
3,2016-05-25 14:35:26.3796,2016-07-13 08:59:14.1541,NA,NA,NA,NA,48.7665251678228,TRUE
